title,labels
[web] Error: Not Implemented: IExtHostDebugService->$acceptDebugSessionCustomEvent,"['bug', 'debug', 'web']"
"Source control ""Commit"" doesn't work after 1.40v update",['*duplicate']
Debug not working (Serious problem),['*caused-by-extension']
Save terminal layout in workspace file,['*duplicate']
Feature: Extensible minimap on mouse over,"['*duplicate', 'editor-minimap']"
Linux font rendering is blurry in 1.40.0,['*duplicate']
October 2019 Recovery Endgame,['endgame-plan']
Workspace folder names reset,"['bug', 'file-explorer', 'verified']"
Am unable to save new files in Vs code. How do I solve this error ?,['needs more info']
Difficult to read results of integration tests on Windows,['engineering']
[Regression]vscode-test can hit --no-sandbox issue with VS Code 1.40.0,"['electron-6.0.x-update', 'extensions-development', 'important', 'verification-needed', 'verified']"
User profiles/Extension groups,"['*duplicate', 'extensions']"
Low contrast with own theme after update on 1.40,"['*duplicate', 'electron', 'electron-6.0.x-update', 'font-rendering', 'upstream']"
RunInTerminal debug request doesn't need escape the double quotes inside the argument,['debug']
Can we present multiple search results on the same line more effectively?,['*out-of-scope']
VSCode 1.40 crash after startup with segmentation fault,"['electron', 'electron-6.0.x-update', 'freeze-slow-crash', 'needs more info', 'snap', 'upstream']"
Vue Hight Light Disabled！,['needs more info']
Problems panel: tune alignment of filter drop down,"['menus', 'polish']"
黑屏（black screen）,['*english-please']
Debug Toolbar Shown Immediately,"['bug', 'debug']"
Alt-key behavior on Linux,"['electron', 'electron-6.0.x-update', 'needs more info', 'under-discussion', 'upstream']"
All non ASCII characters are rendered incorrectly in Minimap,"['editor-minimap', 'feature-request']"
Explorer: multi-select commands no longer work,"['bug', 'file-explorer', 'verified']"
Bug about finger slide on editor,['feature-request']
Search Bug,"['editor-find', 'needs more info']"
Find All Implementations: shows even a single result as collapsed,"['bug', 'references-viewlet', 'verified']"
Stuttering in various scenarios,['needs more info']
Cannot read property 'searchInput' of undefined,"['bug', 'search', 'verified']"
Find & Replace adding random text in random files,['needs more info']
input cannot focus when switching webview,"['needs more info', 'webview']"
Web: trusted domain dialog does not persist my choice,"['bug', 'verified', 'web', 'workbench-link']"
" 1.40 update: Font rendering is blurry (Linux, Windows)","['bug', 'important', 'lcd-text-rendering', 'verified']"
One Dark Pro theme is darker than usual,"['*duplicate', 'electron', 'electron-6.0.x-update', 'upstream']"
"After 1.40 update, switch between console (alt-arrow) loses focus",['*duplicate']
I can't commit git,['*duplicate']
can not search extensions,"['editor-ime', 'editor-input', 'needs more info', 'windows']"
"the ""enter"" key doesn't work after uninstall python-indent extension","['*caused-by-extension', 'needs more info']"
Activity Bar Icons,"['*caused-by-extension', 'icons-product', 'needs more info']"
Takes some time to maximize window,"['*duplicate', 'titlebar']"
"【Unsolved】After upgrade, for plugin of C/C++, no Suspended prompt",['needs more info']
Web server failed to load some resources,['*duplicate']
Git: Can't commit if commit message starts with `#`,"['bug', 'candidate', 'git', 'scm', 'ux', 'verified']"
Error with keyboard layout switc,['*duplicate']
Custom dialog polish,"['dialogs', 'polish']"
failed to run on chrome browser with 'yarn web',"['bug', 'verified', 'web']"
image name include # cause fail render,['help wanted']
asExternalUri requires flag `--enable-proposed-api`,['*not-reproducible']
"In VSC 1.40, window titles are missing in accessibility apps","['electron', 'electron-6.0.x-update', 'help wanted', 'needs more info', 'upstream']"
Blurry font after terminal resize,"['*out-of-scope', 'needs more info', 'upstream']"
'Run Active File In Active Terminal' command not working in wsl anymore,['*duplicate']
1.40 breaks Arduino Extension Serial connection... again,"['*caused-by-extension', 'electron-6.0.x-update', 'needs more info', 'upstream']"
Very Buggy After Latest Release,['needs more info']
Mac OS touch bar,"['bug', 'debug', 'workbench-touchbar']"
Shortcut for Copy Line Down/Up does not work,"['*duplicate', 'keybindings', 'needs more info', 'windows']"
The minimum size of vscode window,['*duplicate']
Add SublimeCodeIntel  Func,['*extension-candidate']
resolveCodeLens not aggressively cancelled when document changes,"['bug', 'editor-code-lens', 'verified']"
Extensions marketplace search text field position inconsistency,"['*duplicate', 'extensions']"
下载栏没有了，而且无法加载alios-studio,['*english-please']
文件更新保存后，左侧git源代码不能更新改动的文件,['*english-please']
Drag to resize minimap,"['editor-minimap', 'feature-request']"
Problems with SHIFT & ENTER in IDE,['needs more info']
vscode.workspace.fs.remove() (and copy()) succeed unexpectedly.,"['bug', 'file-io']"
Problem on Maximize Window,['*duplicate']
"Add more functionality to the ""vscode.workspace.fs"" API.","['feature-request', 'file-io']"
PseudoTerminal.open isn't called in some circumstances,"['bug', 'help wanted', 'integrated-terminal', 'verified']"
Search hit rectangle makes highlighting text impossible,['needs more info']
TS Language server dies when using TS 3.7.2 on unsaved file in Code 1.40.0,"['javascript', 'upstream-issue-linked']"
error warning ejs dynamic element style,['*caused-by-extension']
Support for Greek characters when reading a file on a path,['needs more info']
Support for non-integer minimap scales,"['editor-minimap', 'feature-request']"
VSC doesn't execute - error given on cmd line,"['electron', 'electron-6.0.x-update', 'freeze-slow-crash', 'linux', 'needs more info', 'upstream']"
Relative Path,"['*question', 'needs more info']"
vs code won't size right on multiple monitors,"['bug', 'candidate', 'electron', 'electron-6.0.x-update', 'layout', 'upstream', 'verified', 'workbench-window']"
Terminal not working over remote,['needs more info']
Get the workspace folder of the current file,"['debug', 'feature-request']"
Old Windows Terminal Problem(s),"['*duplicate', 'needs more info']"
Make release notes have a fixed width,['*duplicate']
Add Preference to Set Focus on Newly Opened Editor,"['feature-request', 'file-explorer']"
VSCode sorts text in xml tags incorrectly,"['needs more info', 'upstream']"
Webview steals focus?,"['bug', 'help wanted', 'webview']"
"[meta issue] 1.40 update: Font/Color rendering degradation (macOS, Linux, Windows)","['bug', 'candidate', 'electron', 'electron-6.0.x-update', 'font-rendering', 'mac', 'regression', 'upstream', 'verified']"
"CodeLens error: ""actual command NOT FOUND""","['bug', 'editor-code-lens', 'needs more info']"
No longer preselected color in colorCustomizations,['themes']
Minimap - highlight all instances of selected word,"['editor-minimap', 'feature-request']"
QuickPick item list does not initially show first item ,['*duplicate']
Cursor doesn't change when over a link in terminal,"['bug', 'integrated-terminal', 'mac', 'verified']"
Menubar moves after clicking on Safari,"['bug', 'menus', 'safari', 'web']"
Integrated terminal resets scroll position to top when emacs is closed,"['bug', 'help wanted', 'integrated-terminal']"
Web: keybindings non functional in fullscreen Safari,"['keybindings', 'mac', 'safari', 'web']"
"On macOS, When vscode is opened from sudo mode, the input method cannot be switched to non-English",['*duplicate']
wrong slash directions for cpp Tasks: Configure Default Build Task,['*duplicate']
Debug Panel (in Sidebar) should support flexible positioning.,['*duplicate']
VS Code freezes,"['grammar', 'upstream-issue-linked']"
API to change view title doesn't work when view is a single view,"['bug', 'explorer-custom', 'verified']"
Conpty: Terminal rendering very slow with huge output,['*duplicate']
The horizontal wheel of mouse is invalid,"['needs more info', 'trackpad/scroll']"
Wrong indentation when moving multiple lines,"['*duplicate', 'editor-autoindent']"
Cannot resize VS Code anymore,"['bug', 'verified', 'workbench-window']"
Allow to autocomplete html inline style on a file other than html.,['*duplicate']
Move Show tabs to view panel,['needs more info']
Git: Adopt FileSystem Provider,['git']
Freezing on search mode selecting,['needs more info']
Compact option don't hide menu bar in GTK.,['*as-designed']
Unable to open warning.js,"['debug', 'feature-request']"
Allow to close all files of a specific type at once,"['feature-request', 'workbench-editors']"
Quick Open: Scroll position is wrong when opening,"['bug', 'quick-pick', 'verified']"
Quick open: Icon vertical alignment is broken,"['bug', 'icons-product', 'quick-pick', 'verified']"
"Terminal bug when writing tilde (""~"") on the command line",['*duplicate']
Custom background image,"['feature-request', 'workbench-window']"
characters not align,['needs more info']
PowerShell Syntax Highlighting Broken,"['*caused-by-extension', 'needs more info']"
SQLToolsService shows error while editing,['needs more info']
WARN 在 1750ms 后终止了 onWillSaveTextDocument 事件,['*english-please']
"Moving folded text using ""Move Line Down"", ""Move Line Up"" deletes text",['bug']
Navigating C++ code may chage the modification date for a header,['*caused-by-extension']
API - add the below location on ViewColumn,"['api', 'feature-request', 'workbench-editor-grid']"
vscode's extensions (on my ubuntun18.04) can't work,['needs more info']
Image size that showed on the status bar is not being displayed,"['feature-request', 'help wanted']"
API: text search provider only returns one result,"['api', 'bug', 'search']"
Emmet doesn't work,['*question']
unable to install vs code on MAC OS Catalina,['*duplicate']
Search: make extHostSearch not depend on node,"['api', 'debt']"
Terminal goes blank when in Zen mode,['needs more info']
Universal help menu shortcut is not triggering on OSX,['*duplicate']
Show keybindings in refactor menu,"['editor-code-actions', 'feature-request', 'verification-needed', 'verified']"
